DATE,RF,SMB,HML,MktRF
196707,0.00400761,0.03044267,0.02604487,0.04559849
196708,0.00230253,0.00424697,0.01455717,-0.00880488
196709,0.00400761,0.02942848,-0.02329423,0.03101058
196710,0.00440925,0.01586769,-0.03361854,-0.03101933
196711,0.00400761,0.00176639,-0.01723907,0.00388594
196712,0.00400761,0.05408362,-0.00506422,0.03041444
196801,0.00440925,0.04181628,0.04990204,-0.04052688
196802,0.00380685,-0.03023209,0.01308541,-0.03726263
196803,0.00420841,-0.01200696,-0.00699280,0.00199470
196804,0.00400761,0.05196437,-0.00954855,0.08995378
196805,0.00440925,0.06210425,0.00877007,0.02267033
196806,0.00340545,-0.00175777,0.00658176,0.00694240
196807,0.00511226,-0.01312362,0.05516286,-0.02687865
196808,0.00360613,0.02413570,0.00959415,0.01343642
196809,0.00340545,0.02607471,0.00332886,0.04067965
196810,0.00360613,-0.00494458,0.02824236,0.00409655
196811,0.00340545,0.02260266,-0.00900180,0.05416795
196812,0.00360613,0.03479912,0.00055735,-0.03918047
196901,0.00440925,-0.00594967,0.01686986,-0.01237638
196902,0.00541379,-0.04170733,0.00967787,-0.05849176
196903,0.00400761,-0.00257770,-0.00417758,0.02655526
196904,0.00631894,-0.00780601,0.00012247,0.01451838
196905,0.00420841,-0.00353030,0.00607453,-0.00070207
196906,0.00420841,-0.05641976,-0.01141119,-0.07148729
196907,0.00631894,-0.03396834,0.01156020,-0.06967445
196908,0.00420841,0.00837157,-0.03601199,0.04673820
196909,0.00631894,0.01294127,-0.03316609,-0.02941466
196910,0.00692282,0.03737734,-0.02922539,0.05020069
196911,0.00571542,-0.02631461,-0.01346865,-0.03766296
196912,0.00662083,-0.03712815,-0.02941101,-0.02612781
197001,0.00631894,0.03153304,0.03398410,-0.08056587
197002,0.00571542,-0.02272422,0.03552639,0.05083259
197003,0.00631894,-0.02338773,0.04214933,-0.01046036
197004,0.00440925,-0.06789667,0.07182455,-0.10936444
197005,0.00631894,-0.04644555,0.02915629,-0.06872305
197006,0.00662083,-0.02158278,0.00273759,-0.05771348
197007,0.00440925,-0.00501796,0.00801603,0.06894579
197008,0.00631894,0.01422724,0.01262074,0.04473080
197009,0.00631894,0.08347824,-0.04863799,0.04155022
197010,0.00440925,-0.04270526,0.00209014,-0.02275486
197011,0.00400761,-0.03741904,0.01525077,0.04615382
197012,0.00440925,0.02736319,0.00959836,0.05719540
197101,0.00400761,0.07015886,0.01416821,0.04814036
197102,0.00380685,0.01867471,-0.01218396,0.01392700
197103,0.00230253,0.02512831,-0.03706945,0.04117853
197104,0.00210210,-0.00474150,0.00817687,0.03144263
197105,0.00200190,-0.01067616,-0.01373590,-0.03976112
197106,0.00440925,-0.01527355,-0.01964630,-0.00068706
197107,0.00420841,-0.01573660,-0.00021652,-0.04495962
197108,0.00440925,-0.00141927,0.02586131,0.03783099
197109,0.00420841,0.00528459,-0.02823962,-0.00832384
197110,0.00420841,-0.01828555,-0.00541270,-0.04405394
197111,0.00420841,-0.02755396,-0.01670730,-0.00464157
197112,0.00440925,0.03034023,-0.00344771,0.08691185
197201,0.00210210,0.05715292,0.02043255,0.02473149
197202,0.00200190,0.01283636,-0.02752196,0.02867282
197203,0.00220231,-0.00268154,-0.01603468,0.00612852
197204,0.00200190,0.00145803,0.00026389,0.00280510
197205,0.00220231,-0.02663255,-0.02700443,0.01257252
197206,0.00220231,0.00327978,-0.02521983,-0.02447287
197207,0.00400761,-0.02941675,0.00654190,-0.00795899
197208,0.00230253,-0.03793130,0.04517541,0.03274488
197209,0.00400761,-0.02676666,0.00494426,-0.01117611
197210,0.00440925,-0.02700758,0.01219254,0.00500433
197211,0.00400761,-0.01073412,0.04755950,0.04590451
197212,0.00380685,-0.01938532,-0.02172138,0.00627359
197301,0.00420841,-0.03595988,0.02842985,-0.03284163
197302,0.00380685,-0.04101179,0.01844444,-0.04831893
197303,0.00440925,-0.02811918,0.02587179,-0.01295314
197304,0.00601713,-0.04028836,0.05837544,-0.05651284
197305,0.00440925,-0.06452800,0.00393641,-0.02949953
197306,0.00420841,-0.02907945,0.01083468,-0.01537431
197307,0.00631894,0.07532705,-0.04679411,0.05003574
197308,0.00692282,-0.02044938,0.00995235,-0.03779625
197309,0.00762742,0.02791443,0.02165566,0.04736744
197310,0.00692282,-0.00222863,0.01620758,-0.00818585
197311,0.00631894,-0.08717060,0.04856401,-0.12711213
197312,0.00601713,-0.05225525,0.03891361,0.00765601
197401,0.00662083,0.09582050,0.05725464,-0.00168997
197402,0.00571542,-0.00009983,0.02415771,-0.00450973
197403,0.00631894,0.02529030,-0.00206827,-0.02835010
197404,0.00843369,-0.00775177,0.00929180,-0.05241201
197405,0.00662083,-0.03130650,-0.02185108,-0.04675058
197406,0.00601713,-0.00312098,0.00821326,-0.02818831
197407,0.00662083,0.00758845,0.05525986,-0.08005581
197408,0.00662083,-0.00917200,0.02839798,-0.09332573
197409,0.00803047,0.00137577,0.06050708,-0.11716565
197410,0.00461013,-0.03258944,-0.08582853,0.16033804
197411,0.00601713,-0.01335440,-0.00388654,-0.04490843
197412,0.00631894,-0.04891160,0.00034476,-0.03437436
197501,0.00662083,0.09563198,0.07162525,0.13592764
197502,0.00380685,0.00107141,-0.04182023,0.05553382
197503,0.00400761,0.03626665,0.02314927,0.02644542
197504,0.00440925,-0.00657643,-0.01091882,0.04212320
197505,0.00420841,0.03741215,-0.03777661,0.05169767
197506,0.00420841,0.00844331,0.01414106,0.04863508
197507,0.00440925,0.02835744,0.01884170,-0.06576677
197508,0.00420841,-0.03288392,-0.00918280,-0.02834518
197509,0.00631894,-0.00241947,0.00344690,-0.04225695
197510,0.00461013,-0.03931712,0.00324050,0.05323512
197511,0.00380685,-0.01199500,0.01996137,0.02657460
197512,0.00440925,-0.00893016,0.01756963,-0.01605199
197601,0.00420841,0.04255008,0.07736861,0.12129155
197602,0.00380685,0.06835118,0.05641323,0.00333280
197603,0.00461013,-0.01160774,-0.00062149,0.02313755
197604,0.00420841,-0.00096261,-0.00148380,-0.01496379
197605,0.00400761,-0.01237776,-0.01280351,-0.01352807
197606,0.00440925,-0.01256793,0.00689606,0.03997106
197607,0.00420841,0.00285157,0.01710698,-0.01074721
197608,0.00440925,-0.02095049,0.00801559,-0.00550541
197609,0.00420841,0.00034319,-0.00312684,0.02075952
197610,0.00420841,0.00099067,-0.00213398,-0.02414035
197611,0.00400761,0.02305675,0.01505199,0.00372046
197612,0.00440925,0.02893214,0.02094617,0.05647683
197701,0.00420841,0.04893887,0.04487835,-0.04033948
197702,0.00380685,0.01050231,0.00468881,-0.01925329
197703,0.00461013,0.00998036,0.01103660,-0.01358659
197704,0.00400761,-0.00125733,0.03370312,0.00127237
197705,0.00420841,0.01243262,0.00801065,-0.01464202
197706,0.00440925,0.01981746,-0.00581650,0.04725397
197707,0.00380685,0.02137607,-0.00612150,-0.01700059
197708,0.00461013,0.01585552,-0.02769726,-0.01765437
197709,0.00420841,0.01476722,-0.00262970,-0.00278585
197710,0.00420841,0.01221735,0.01669782,-0.04356519
197711,0.00420841,0.03500421,0.00204589,0.03983034
197712,0.00420841,0.01353571,-0.00324641,0.00242367
197801,0.00420841,0.02411322,0.03530232,-0.05958533
197802,0.00380685,0.03636739,0.00810498,-0.01386099
197803,0.00440925,0.03346762,0.01081104,0.02804263
197804,0.00601713,0.00366447,-0.03238212,0.07867173
197805,0.00440925,0.04412557,-0.00587024,0.01764838
197806,0.00440925,0.01739878,0.00585915,-0.01707355
197807,0.00601713,0.00282884,-0.00929620,0.05100460
197808,0.00461013,0.04920340,-0.00654923,0.03744176
197809,0.00601713,-0.00489469,0.01903745,-0.01425786
197810,0.00662083,-0.11005445,0.01642815,-0.11826802
197811,0.00631894,0.02978414,-0.02072218,0.02695622
197812,0.00803047,0.01196497,-0.02162349,0.00863380
197901,0.00662083,0.03396784,0.02055206,0.04209068
197902,0.00762742,0.00464148,0.01213819,-0.03553853
197903,0.00883706,0.02994460,-0.00633530,0.05649064
197904,0.00803047,0.02127883,0.01123407,-0.00078390
197905,0.00883706,0.00199364,0.01336315,-0.02151892
197906,0.00843369,0.01132581,0.01373139,0.03795036
197907,0.00843369,0.01280616,0.01729881,0.00819913
197908,0.00692282,0.01881472,-0.01484346,0.05514479
197909,0.00762742,-0.00294540,-0.00949561,-0.00832270
197910,0.00924059,-0.03585794,-0.01976856,-0.08038204
197911,0.01055267,0.02702791,-0.03078982,0.05209257
197912,0.01004764,0.04030315,-0.02025593,0.01764051
198001,0.00883706,0.01523691,0.01669088,0.05517760
198002,0.00803047,-0.01913468,0.00575559,-0.01238932
198003,0.01267589,-0.07461016,-0.01172718,-0.12770705
198004,0.01267589,0.01030234,0.00990911,0.03924065
198005,0.00843369,0.01929950,0.00345038,0.05248978
198006,0.00631894,0.01557216,-0.00791417,0.02956527
198007,0.00440925,0.03869664,-0.05738280,0.06452638
198008,0.00631894,0.03798793,-0.02402462,0.01753988
198009,0.00843369,0.00934309,-0.04549651,0.02152059
198010,0.00924059,0.02319123,-0.02941108,0.01033503
198011,0.00903835,-0.03099066,-0.07327894,0.09561947
198012,0.01328349,-0.00298760,0.02752653,-0.04432400
198101,0.01055267,0.03054188,0.06982739,-0.05006110
198102,0.01146177,-0.00464418,0.00863410,0.00604350
198103,0.01105794,0.03164122,0.00529833,0.03617934
198104,0.01055267,0.04537614,0.02283557,-0.02147144
198105,0.01206865,0.01922509,-0.00429268,0.00120282
198106,0.01328349,-0.00819299,0.05320090,-0.02320520
198107,0.01328349,-0.02098603,-0.00621421,-0.01528572
198108,0.01267589,-0.02075966,0.05038261,-0.06975854
198109,0.01267589,-0.02803722,0.05255901,-0.07094581
198110,0.01105794,0.01990398,-0.03847080,0.04894341
198111,0.01004764,-0.01110409,0.01774789,0.03365587
198112,0.00883706,0.01188926,0.00792166,-0.03629318
198201,0.00803047,-0.01307790,0.03116250,-0.03210421
198202,0.00954287,0.00399481,0.06454656,-0.05808703
198203,0.00924059,-0.00239328,0.03538755,-0.01777810
198204,0.01055267,0.01551810,-0.02980303,0.03244500
198205,0.01004764,0.00170200,0.01778604,-0.03891989
198206,0.00883706,-0.00282679,0.01755485,-0.03037128
198207,0.01055267,0.00869615,0.00029620,-0.03158250
198208,0.00662083,-0.04038528,0.00814121,0.11170684
198209,0.00420841,0.02756781,0.00155948,0.01295158
198210,0.00631894,0.01916747,-0.03267960,0.11259233
198211,0.00631894,0.04281619,-0.01828819,0.04674039
198212,0.00662083,-0.00386066,-0.00164193,0.00555153
198301,0.00631894,0.02655362,-0.00715323,0.03549680
198302,0.00571542,0.03011539,0.00542001,0.02583510
198303,0.00692282,0.01616972,0.01999523,0.02813160
198304,0.00803047,0.00406624,0.00414800,0.06614782
198305,0.00631894,0.06191910,-0.01335629,0.00509445
198306,0.00662083,0.00893166,-0.03693145,0.03073939
198307,0.00803047,0.01452593,0.05765608,-0.04035604
198308,0.00692282,-0.04268046,0.05669672,-0.00474528
198309,0.00843369,0.00569889,0.00904287,0.00882332
198310,0.00843369,-0.03681302,0.05256053,-0.03407950
198311,0.00631894,0.01909141,-0.00743738,0.02170937
198312,0.00631894,-0.00300800,0.01786572,-0.01763447
198401,0.00843369,-0.00283726,0.07801541,-0.01977184
198402,0.00803047,-0.01817269,0.03521263,-0.04718808
198403,0.00662083,0.00058404,0.00517970,0.00658991
198404,0.00803047,-0.01194656,0.01137530,-0.00507426
198405,0.00883706,0.00029458,0.00227249,-0.05933020
198406,0.00843369,-0.00337230,-0.02687986,0.01786733
198407,0.00843369,-0.02262390,0.00353170,-0.02717429
198408,0.00924059,-0.00332471,-0.01714316,0.10216893
198409,0.00954287,0.00100016,0.05373888,-0.00808923
198410,0.00924059,-0.01193472,0.00543837,-0.00843687
198411,0.00631894,-0.00791610,0.04009163,-0.01753780
198412,0.00601713,-0.00494163,-0.00065563,0.01833555
198501,0.00662083,0.03033122,-0.04695108,0.07936660
198502,0.00571542,0.00575794,-0.00399299,0.01217846
198503,0.00631894,-0.01136737,0.04063658,-0.00836892
198504,0.00631894,0.00074183,0.03665913,-0.00963898
198505,0.00662083,-0.02203287,-0.00935684,0.05047827
198506,0.00601713,0.00429512,0.00348103,0.01263747
198507,0.00662083,0.02944011,-0.01623044,-0.00728261
198508,0.00440925,-0.00366941,0.02371138,-0.00989543
198509,0.00571542,-0.01637747,0.01301160,-0.04521618
198510,0.00692282,-0.01422051,0.00670545,0.03983279
198511,0.00601713,0.00116489,-0.02649794,0.06453862
198512,0.00631894,-0.00560909,-0.01430720,0.03853097
198601,0.00662083,0.01066689,0.00436192,0.00660603
198602,0.00571542,-0.00569416,-0.00604970,0.07122088
198603,0.00601713,-0.00598707,-0.00364751,0.04892605
198604,0.00440925,0.02720013,-0.02850585,-0.01295593
198605,0.00420841,-0.01348494,-0.00175901,0.04603842
198606,0.00420841,-0.00980899,0.01181297,0.01044146
198607,0.00440925,-0.03651478,0.04915122,-0.06397545
198608,0.00420841,-0.03897991,0.03381920,0.06061598
198609,0.00420841,0.02484213,0.03466213,-0.08551664
198610,0.00461013,-0.02442448,-0.01436723,0.04629556
198611,0.00380685,-0.01946625,-0.00035792,0.01173912
198612,0.00440925,0.00140201,0.00335202,-0.03253797
198701,0.00420841,-0.01718388,-0.02895621,0.12390340
198702,0.00380685,0.03305830,-0.05524120,0.04358657
198703,0.00440925,0.00398156,0.01582209,0.01621394
198704,0.00420841,-0.01875287,-0.00406478,-0.02086137
198705,0.00400761,-0.00677392,0.00198165,0.00119215
198706,0.00440925,-0.02021083,0.01090271,0.03879100
198707,0.00440925,-0.00555814,0.00877208,0.03843953
198708,0.00420841,-0.00879959,-0.00977877,0.03511867
198709,0.00420841,0.00497360,0.00189708,-0.02557317
198710,0.00662083,-0.12246501,0.04692597,-0.23092107
198711,0.00400761,0.02687654,0.03223821,-0.07766998
198712,0.00440925,-0.00152975,-0.04229202,0.06813768
198801,0.00200190,-0.01043473,0.04648345,0.04223990
198802,0.00400761,0.03203282,-0.01430174,0.04764066
198803,0.00461013,0.06143895,0.00834176,-0.02266187
198804,0.00400761,0.00757812,0.01579220,0.00576611
198805,0.00420841,-0.02544511,0.02350017,-0.00255399
198806,0.00440925,0.01838229,-0.01276567,0.04739374
198807,0.00601713,-0.00365861,0.02209582,-0.01250863
198808,0.00692282,0.00017574,0.02186029,-0.03297502
198809,0.00631894,-0.01317829,-0.00733684,0.03314383
198810,0.00631894,-0.02928758,0.02023382,0.01144025
198811,0.00631894,-0.01710294,0.01453294,-0.02256748
198812,0.00631894,0.01827501,-0.01817822,0.01492407
198901,0.00631894,-0.02089857,0.00586957,0.06061757
198902,0.00571542,0.02802820,0.00990507,-0.02227246
198903,0.00662083,0.00610885,0.00437770,0.01562751
198904,0.00601713,-0.00649154,-0.01421769,0.04289953
198905,0.00883706,-0.00219719,-0.00890756,0.03338810
198906,0.00662083,-0.00987239,0.02277466,-0.01375933
198907,0.00601713,-0.03860207,-0.02602241,0.07138429
198908,0.00692282,0.00492343,0.00607916,0.01424134
198909,0.00601713,0.00278864,-0.01275881,-0.00727913
198910,0.00662083,-0.03534724,-0.01293983,-0.03661552
198911,0.00631894,-0.01181696,-0.01139222,0.01033448
198912,0.00601713,-0.02324998,0.00125688,0.01178850
199001,0.00662083,-0.01402422,0.00913802,-0.07787886
199002,0.00571542,0.00908973,0.00616029,0.01106886
199003,0.00662083,0.01435404,-0.02831447,0.01808048
199004,0.00601713,-0.00530064,-0.02643725,-0.03354537
199005,0.00662083,-0.02409941,-0.03547125,0.08393349
199006,0.00631894,0.01347150,-0.01999884,-0.01095168
199007,0.00631894,-0.03169581,-0.00102260,-0.01885306
199008,0.00692282,-0.03885795,0.01418099,-0.10066543
199009,0.00571542,-0.03894921,0.00581568,-0.06116844
199010,0.00692282,-0.05691473,-0.00102082,-0.01897939
199011,0.00631894,0.00318218,-0.02752584,0.06318971
199012,0.00601713,0.00736443,-0.01503891,0.02455167
199101,0.00440925,0.03570214,-0.01502008,0.04676031
199102,0.00571542,0.03688629,-0.00593507,0.07161165
199103,0.00400761,0.03760796,-0.01306183,0.02644470
199104,0.00440925,0.00412335,0.01468680,-0.00261890
199105,0.00440925,-0.00427617,-0.00528145,0.03628177
199106,0.00400761,0.00144632,0.01111530,-0.04931938
199107,0.00440925,-0.00974785,-0.01257943,0.04233758
199108,0.00440925,0.01526450,-0.00745000,0.02326916
199109,0.00400761,0.01686955,-0.01236572,-0.01561180
199110,0.00461013,0.00754170,-0.00416244,0.01267823
199111,0.00400761,-0.00575638,-0.01886755,-0.04195715
199112,0.00420841,-0.02096575,-0.03760303,0.10827837
199201,0.00440925,0.08464055,0.04653022,-0.00610962
199202,0.00190171,0.00809685,0.06401609,0.01074391
199203,0.00440925,-0.01033197,0.03676268,-0.02667688
199204,0.00420841,-0.05952071,0.04411077,0.01083139
199205,0.00200190,0.00397967,0.01068603,0.00283557
199206,0.00220231,-0.03167617,0.03320500,-0.02319817
199207,0.00220231,-0.00439477,-0.00533645,0.03770075
199208,0.00210210,-0.00114908,-0.01106591,-0.02369675
199209,0.00210210,0.00530688,-0.00243327,0.01198411
199210,0.00220231,0.02080047,-0.01952987,0.01005138
199211,0.00200190,0.03551795,-0.01462521,0.04120583
199212,0.00220231,0.01604220,0.02574772,0.01545071
199301,0.00200190,0.01866587,0.05885690,0.00928170
199302,0.00190171,-0.03345989,0.06678082,0.00134602
199303,0.00230253,0.00239712,0.01202341,0.02318246
199304,0.00210210,-0.00659458,0.02622211,-0.03031910
199305,0.00200190,0.01960245,-0.03343977,0.02886219
199306,0.00220231,-0.00324317,0.02643816,0.00303938
199307,0.00210210,0.00920462,0.02855946,-0.00350311
199308,0.00220231,0.00105930,0.00172656,0.03705430
199309,0.00210210,0.03100781,-0.00263375,-0.00133744
199310,0.00210210,0.01987331,-0.02745570,0.01426879
199311,0.00210210,-0.01318016,-0.00799150,-0.01838667
199312,0.00220231,0.01155445,0.00226294,0.01652765
199401,0.00210210,0.00290745,0.01092117,0.02863986
199402,0.00190171,0.02814076,-0.01570423,-0.02563881
199403,0.00230253,-0.01102052,0.01727220,-0.04769863
199404,0.00190171,-0.00914263,0.01616272,0.00670018
199405,0.00210210,-0.02101214,0.00605416,0.00586309
199406,0.00220231,-0.00492787,0.01837244,-0.03030929
199407,0.00200190,-0.01758646,0.00606862,0.02792469
199408,0.00461013,0.01430400,-0.02427830,0.04007915
199409,0.00420841,0.03135918,-0.01867519,-0.02305324
199410,0.00420841,-0.02157817,-0.01682633,0.01331595
199411,0.00420841,0.00255902,-0.00789771,-0.04005486
199412,0.00420841,0.00152934,-0.00108609,0.00851000
199501,0.00420841,-0.03395020,0.02552079,0.01771121
199502,0.00380685,-0.00605941,0.00939244,0.03611266
199503,0.00461013,-0.00197728,-0.02066343,0.02203968
199504,0.00380685,-0.00498929,0.01624178,0.02112179
199505,0.00440925,-0.02479275,0.02214200,0.02893398
199506,0.00440925,0.03033907,-0.02412099,0.02685609
199507,0.00400761,0.02046898,-0.01523759,0.03703461
199508,0.00461013,0.01274735,0.02636522,0.00551609
199509,0.00400761,-0.02066262,-0.00142633,0.03345816
199510,0.00440925,-0.03867367,-0.00552582,-0.01500530
199511,0.00420841,-0.01057473,0.00502106,0.03950507
199512,0.00400761,0.00618764,0.00198495,0.01024397
199601,0.00440925,-0.02782637,0.00418620,0.02272238
199602,0.00400761,0.01687277,-0.01054089,0.01312826
199603,0.00420841,0.01408758,0.00345185,0.00731253
199604,0.00420841,0.05116928,-0.03749516,0.02057190
199605,0.00440925,0.03095143,-0.00865987,0.02340112
199606,0.00400761,-0.04004692,0.02393937,-0.01127628
199607,0.00440925,-0.04516319,0.05468080,-0.05938354
199608,0.00440925,0.02360040,-0.00778782,0.02746976
199609,0.00400761,-0.01002390,-0.02635036,0.05001789
199610,0.00461013,-0.04334614,0.05015001,0.00829243
199611,0.00400761,-0.03800798,0.01338368,0.06239113
199612,0.00420841,0.03089614,0.01254860,-0.01687239
199701,0.00440925,-0.01922060,-0.01433698,0.04997502
199702,0.00380685,-0.03249359,0.05812225,-0.00497705
199703,0.00400761,-0.00502954,0.03599138,-0.05041676
199704,0.00440925,-0.05674963,0.00001177,0.04039754
199705,0.00420841,0.04762804,-0.03731949,0.06700652
199706,0.00420841,0.01067653,0.01376478,0.04094414
199707,0.00440925,-0.02612806,0.00096884,0.07266529
199708,0.00420841,0.07398618,0.01123279,-0.04119643
199709,0.00420841,0.02303335,0.00236802,0.05321876
199710,0.00461013,-0.00857527,0.02124521,-0.03793492
199711,0.00380685,-0.04999572,0.01194498,0.02958275
199712,0.00440925,-0.02442748,0.03642227,0.01355535
199801,0.00400761,-0.01037983,-0.01772709,0.00147393
199802,0.00380685,0.00129286,-0.00846396,0.07011538
199803,0.00440925,-0.01144831,0.01285201,0.04752172
199804,0.00420841,0.00040588,0.00955111,0.00743620
199805,0.00400761,-0.03501720,0.03552163,-0.03053393
199806,0.00440925,-0.03119695,-0.01992523,0.03190641
199807,0.00440925,-0.05046036,-0.01927483,-0.02417725
199808,0.00420841,-0.06599402,0.04228226,-0.16021359
199809,0.00420841,-0.00259292,-0.03571115,0.06144740
199810,0.00220231,-0.02818976,-0.02527713,0.07130185
199811,0.00400761,0.01103456,-0.03099879,0.06064658
199812,0.00440925,-0.00467188,-0.04065292,0.06108713
199901,0.00380685,0.00566506,-0.04328541,0.03496287
199902,0.00380685,-0.06218735,0.01871898,-0.04079750
199903,0.00461013,-0.03833361,-0.02691997,0.03467277
199904,0.00420841,0.03698417,0.01995661,0.04319141
199905,0.00400761,0.03228758,0.02415464,-0.02448228
199906,0.00440925,0.03147480,-0.03217124,0.04791390
199907,0.00420841,0.02557509,-0.00316561,-0.03478340
199908,0.00440925,-0.01061551,-0.02068108,-0.01371968
199909,0.00420841,0.03206061,-0.03013730,-0.02755988
199910,0.00420841,-0.06772393,-0.02933009,0.06103798
199911,0.00420841,0.06756144,-0.05217900,0.03375661
199912,0.00440925,0.06278908,-0.06918343,0.07713875
200001,0.00400761,0.05297508,-0.01451119,-0.04717539
200002,0.00400761,-0.21581402,0.08280880,0.02441449
200003,0.00461013,-0.16053018,0.08686123,0.05170913
200004,0.00380685,-0.05984391,0.06358344,-0.06348946
200005,0.00440925,-0.06047845,0.04383451,-0.04367438
200006,0.00440925,0.12982609,-0.07531037,0.04583942
200007,0.00400761,-0.02883916,0.08218334,-0.02439079
200008,0.00461013,-0.00503955,-0.01330454,0.07010869
200009,0.00601713,-0.01792953,0.07538213,-0.05424902
200010,0.00662083,-0.03963893,0.05420848,-0.02767816
200011,0.00420841,-0.03307312,0.13569445,-0.10666037
200012,0.00601713,0.00786507,0.07032519,0.01193200
200101,0.00631894,0.06301381,-0.05225753,0.03257376
200102,0.00380685,-0.00765958,0.13640982,-0.09996105
200103,0.00440925,0.00194891,0.06568600,-0.07233949
200104,0.00400761,0.00500521,-0.04826413,0.07916460
200105,0.00220231,0.02407736,0.03139126,0.00652886
200106,0.00210210,0.06470674,-0.01316186,-0.01944577
200107,0.00210210,-0.04228668,0.05191614,-0.02098665
200108,0.00230253,0.02413358,0.02733118,-0.06418069
200109,0.00300420,-0.06853122,0.01834503,-0.09220817
200110,0.00230253,0.07591964,-0.06993374,0.02472845
200111,0.00210210,-0.00516092,0.01948292,0.07546094
200112,0.00200190,0.04610567,0.00782950,0.01589846
200201,0.00210210,0.01082878,0.03460256,-0.01431835
200202,0.00190171,-0.01255821,0.02494415,-0.02298474
200203,0.00200190,0.03856371,0.01037489,0.04261941
200204,0.00220231,0.06045263,0.04078457,-0.05210300
200205,0.00220231,-0.03360239,0.01380588,-0.01347856
200206,0.00200190,0.04407762,0.00126783,-0.07231120
200207,0.00220231,-0.06108309,-0.03898367,-0.08170361
200208,0.00220231,-0.02896793,0.02849897,0.00504248
200209,0.00200190,0.02590599,0.01294056,-0.10324825
200210,0.00230253,-0.03417306,-0.03556300,0.07830236
200211,0.00200190,0.03056298,-0.01097365,0.05973410
200212,0.00210210,-0.00088270,0.02242829,-0.05755059
200301,0.00000000,0.01281448,-0.00882073,-0.02601361
200302,0.00000000,-0.00521913,-0.01365465,-0.01869070
200303,0.00000000,0.00967673,-0.02121628,0.01099369
200304,0.00000000,0.00599114,0.01114008,0.08197498
200305,0.00000000,0.04313291,0.00683091,0.06028668
200306,0.00000000,0.01695091,0.00085726,0.01409944
200307,0.00000000,0.04843736,-0.01425551,0.02327692
200308,0.00000000,0.02435478,0.01625034,0.02326430
200309,0.00000000,0.00887996,0.00145279,-0.01229146
200310,0.00000000,0.02519128,0.02095792,0.06094923
200311,0.00000000,0.02096196,0.01695922,0.01358122
200312,0.00000000,-0.02513773,0.01507210,0.04280499
200401,0.00000000,0.02455401,0.02362495,0.02157959
200402,0.00000000,-0.01498510,0.00976392,0.01394196
200403,0.00000000,0.01844241,0.00284207,-0.01335770
200404,0.00000000,-0.01722127,-0.03264011,-0.01838272
200405,0.00000000,-0.00177870,-0.00157340,0.01189245
200406,0.00000000,0.02257573,0.01181814,0.01845745
200407,0.00000000,-0.03792056,0.03340054,-0.04072602
200408,0.00220231,-0.01427423,0.01018420,0.00050736
200409,0.00210210,0.02989152,-0.00082312,0.01595811
200410,0.00210210,0.00130498,-0.00291377,0.01418357
200411,0.00210210,0.03587252,0.01472940,0.04549186
200412,0.00220231,-0.00040013,-0.00250310,0.03430931
200501,0.00200190,-0.01663786,0.02104587,-0.02768231
200502,0.00190171,-0.00522532,0.01402204,0.01873161
200503,0.00220231,-0.01439158,0.02123227,-0.01960002
200504,0.00210210,-0.03981027,0.00043245,-0.02606757
200505,0.00210210,0.02792941,-0.00547461,0.03660102
200506,0.00220231,0.02566170,0.02727896,0.00583749
200507,0.00200190,0.02820224,-0.00714134,0.03920502
200508,0.00230253,-0.01053436,0.01335644,-0.01189869
200509,0.00210210,-0.00590665,0.00767705,0.00457593
200510,0.00210210,-0.01260391,0.00445682,-0.02047065
200511,0.00210210,0.01023391,-0.01167272,0.03603437
200512,0.00420841,-0.00422894,0.00097362,-0.00233241
200601,0.00400761,0.05293752,0.00980866,0.03038029
200602,0.00380685,-0.00396845,-0.00324806,-0.00283255
200603,0.00461013,0.03413890,0.00588830,0.01461514
200604,0.00380685,-0.01334289,0.02239969,0.00733761
200605,0.00440925,-0.03040353,0.02462802,-0.03558366
200606,0.00440925,-0.00215190,0.00839330,-0.00352215
200607,0.00400761,-0.03847448,0.02673433,-0.00764966
200608,0.00461013,0.00999115,-0.01928571,0.02040509
200609,0.00400761,-0.01256843,0.00036381,0.01806546
200610,0.00440925,0.01738696,-0.00334851,0.03192984
200611,0.00420841,0.00658114,0.00035974,0.01689276
200612,0.00400761,-0.01179258,0.02760995,0.00844629
200701,0.00400761,0.00108880,-0.00693457,0.01384693
200702,0.00380685,0.01247893,-0.00083975,-0.01963895
200703,0.00440925,0.00169435,-0.00899315,0.00702266
200704,0.00400761,-0.02128793,-0.01404686,0.03480728
200705,0.00440925,0.00188637,-0.00621290,0.03202834
200706,0.00420841,0.00745271,-0.01056261,-0.01941418
200707,0.00420841,-0.02788246,-0.03793353,-0.03726415
200708,0.00461013,-0.00123009,-0.01846841,0.00952203
200709,0.00380685,-0.02130512,-0.02085095,0.03230807
200710,0.00230253,0.00210936,-0.02790421,0.01811063
200711,0.00420841,-0.02944421,-0.01140374,-0.04778054
200712,0.00200190,0.00162316,-0.00524138,-0.00864440
200801,0.00210210,-0.01097133,0.04398651,-0.06330820
200802,0.00200190,-0.00511792,-0.00736208,-0.03080794
200803,0.00200190,0.00796147,0.00271370,-0.00954333
200804,0.00220231,-0.01606587,-0.00986278,0.04617798
200805,0.00210210,0.02935147,-0.01454307,0.01871732
200806,0.00210210,0.01226629,-0.02790918,-0.08408111
200807,0.00220231,0.02451415,0.05641340,-0.00740276
